1,Esturoy,Island,-7.24166679382324,-6.60052061080933,62.0541648864747,62.339584350586,10726
2,Bordoy,Island,-6.71197938919062,-6.40468740463257,62.1666679382325,62.3916664123535,5665
3,Suduroy,Island,-7.00156259536737,-6.66458320617676,61.3937492370605,61.6520843505859,4680
4,Streymoy,Island,-7.26197910308832,-6.73177099227905,61.9375000000001,62.2373352050782,22450
5,Vagar,Island,-7.46666669845581,-7.06458330154419,62.0208320617677,62.158332824707,3064
6,Sandoy,Island,-6.95156288146973,-6.63385391235346,61.752082824707,61.9145851135255,1283
7,Kalsoy,Island,-6.81822919845581,-6.65833330154419,62.2249984741212,62.372917175293,94
8,Svinoy,Island,-6.41666650772089,-6.28385400772095,62.2312507629395,62.306251525879,32
